,isbn,book_title,book_author,year_of_publication,book_id
116481,1551666758,The Perfect Lie,Dinah Mccall,2003.0,31549
116484,1551667193,311 Pelican Court,Debbie Macomber,2003.0,31386
116492,1551668459,Cabin,Carla Neggers,2002.0,18724
116521,1561380156,The Quotable Woman,Running Press,1991.0,48329
356567,0451139712,The stand,Stephen King,1980.0,15735
116565,0061007226,The Exorcist,William Peter Blatty,2000.0,48491
116567,0380817705,The Sandman: Book of Dreams,Neil Gaiman,2002.0,15728
116568,0441359175,I Will Fear No Evil,Robert A. Heinlein,1990.0,18817
116578,0812509234,"Alvin Journeyman (Tales of Alvin Maker, Book 4)",Orson Scott Card,1996.0,48492
116712,0449214265,The Physician,Noah Gordon,1991.0,41759
188997,0380784505,Murder Makes Waves (Southern Sisters Mysteries (Paperback)),Anne George,1998.0,48717
116924,034544325X,The Day Trader,Stephen W. Frey,2003.0,48837
116981,0440784743,Tales of a Fourth Grade Nothing,Judy Blume,1979.0,3464
117010,051720679X,"Three Complete Novels: \A\"" Is for Alibi / \""B\"" Is for Burglar / \""C\"" Is for Corpse""",Sue Grafton,1999.0,10752
117072,0671017063,The Cases That Haunt Us,John Douglas,2001.0,48811
117094,0679866957,"Junie B. Jones and That Meanie Jim's B-Day (Junie B. Jones 6, paper)",Barbara Park,1996.0,3380
117118,0743457544,Pink Slip Party,Cara Lockwood,2004.0,48764
117121,0761109196,Children Learn What They Live: Parenting to Inspire Values,Dorothy Law Nolte,1998.0,20731
117167,0060924349,Maybe the Moon : A Novel,Armistead Maupin,1993.0,7256
147006,0425182843,Edge of Danger,Jack Higgins,2002.0,8913
117288,0446363383,The Last Camel Died at Noon (Amelia Peabody Mysteries (Paperback)),Elizabeth Peters,1992.0,41113
117314,0060521848,"Angus, Thongs and Full-Frontal Snogging (rack) : Confessions of Georgia Nicolson (Confessions of Georgia Nicolson)",Louise Rennison,2003.0,48935
117317,0061020362,The Thief's Gamble (Tale of Einarinn),Juliet E. McKenna,1999.0,48913
117368,0486250334,Wizard of Oz Postcards in Full Color (Card Books),Ted Menten,1986.0,48914
117373,0553258648,Hellfire,John Saul,1986.0,48921
117383,0553579525,The Moor (Mary Russell Novels (Paperback)),LAURIE R. KING,1999.0,7366
117407,1555912400,Biblioholism: The Literary Addiction,Tom Raabe,2001.0,48938
117419,0393050939,Stiff: The Curious Lives of Human Cadavers,Mary Roach,2003.0,48948
117424,0448060191,Little Women (Illustrated Junior Library),Louisa May Alcott,1983.0,20822
117426,0525244581,The Tao of Pooh,Benjamin Hoff,1982.0,5729
117438,0743407865,Brave New Girl,Louisa Luna,2001.0,8611
131686,0345356535,Sick of Shadows,Sharyn McCrumb,1989.0,20688
267532,0679432965,My American Journey: An Autobiography,COLIN L. POWELL,1995.0,48970
118756,1575662612,Princess Charming,Jane Heller,1997.0,47055
117581,0679441018,Memnoch the Devil : The Vampire Chronicles (Vampire Chronicles),ANNE RICE,1995.0,12985
219788,1899712062,Mind Bending Lateral Thinking Puzzles,Lagoon Books,1999.0,49031
348953,0380729407,Something Wicked This Way Comes,Ray Bradbury,1998.0,14468
117680,0553380648,The Electric Kool-Aid Acid Test,Tom Wolfe,1999.0,49040
117691,0140139974,Sailor Song,Ken Kesey,1993.0,49042
117696,0399137718,Terminal,Robin Cook,1992.0,49055
117703,0451178599,Needful Things,Stephen King,1993.0,8893
117741,0440225906,On Beulah Height (Dalziel and Pascoe Mysteries (Paperback)),Reginald Hill,1999.0,49063
117743,1569472122,Murder in the Marais (Aimee Leduc Investigation (Paperback)),Cara Black,2000.0,49068
117751,0446611913,Up Country,Nelson DeMille,2003.0,49072
117858,8845915611,Le Ceneri Di Angela,McCourt,,49084
117912,0375758771,The Glass Palace: A Novel,Amitav Ghosh,2002.0,23341
218514,0060976926,Galatea 2.2: A Novel,Richard Powers,1996.0,26691
909532,0375411275,Pobby and Dingan,Ben Rice,2000.0,14929
339878,0688156568,Culture Jam: The Uncooling of America,Kalle Lasn,1999.0,49110
118004,0007141076,Unless: A Novel,Carol Shields,2002.0,26356
118043,014100374X,Pants on Fire,Maggie Alderson,2001.0,15838
118049,0312316089,Dreaming Water,Gail Tsukiyama,2003.0,49147
118050,0312925883,Not Without My Daughter,Betty Mahmoody,1993.0,30554
118062,0330482076,Third Time Lucky (The Princess Diaries),Meg Cabot,2001.0,18514
118091,0373250371,Losing It (Red Dress Ink),Lindsay Faith Rech,2003.0,6195
118093,0375703845,Glamorama (Vintage Contemporaries (Paperback)),Bret Easton Ellis,2000.0,22061
118099,0380819368,Love and a Bad Hair Day,Annie Flannigan,2003.0,49136
118100,0380976498,Bachelor Girl : The Secret History of Single Women in the Twentieth Century,Betsy Israel,2002.0,49154
118102,0385498233,What She Saw,Lucinda Rosenfeld,2001.0,49087
271028,0812589718,Daughter of God,Lewis Perdue,2001.0,8655
229124,0312269587,"Plane Insanity: A Flight Attendant's Tales of Sex, Rage, and Queasiness at 30,000 Feet",Elliott Hester,2002.0,2267
609822,0679456996,The First $20 Million Is Always the Hardest: A Silicon Valley Novel,Po Bronson,1997.0,49179
291521,0887308716,The Joy of Work : Dilbert's Guide to Finding Happiness at the Expense of Your Co-Workers,Scott Adams,1998.0,49181
679036,0448089017,The Tower Treasure (Hardy Boys No 1),Franklin W. Dixon,1976.0,46158
203803,0441009360,Knight Life,Peter David,2002.0,49201
441614,8420646148,El Coronel No Tiene Quien Le Escriba,Gabriel Garcia Marquez,1996.0,115407
118392,0020442106,The Last Battle (The Chronicles of Narnia Book 7),C. S. Lewis,1970.0,25227
1023724,3442760003,Liebesleben,Zeruya Shalev,2002.0,44191
335144,3499133709,September,Rosamunde Pilcher,,49233
118478,0345447913,The Alpine Obituary,Mary Daheim,2002.0,49242
118487,0385247443,Separated at Birth?,Spy Magazine,1988.0,49315
118540,0671799312,SILENT PASSAGE: MENOPAUSE : SILENT PASSAGE: MENOPAUSE,Gail Sheehy,1993.0,27837
374732,0449222489,Tales from Margaritaville: Fictional Facts and Factual Fictions,Jimmy Buffett,1993.0,34259
411954,0441735762,The Rowan (Ace Science Fiction),Anne McCaffrey,1991.0,16499
118645,0345313755,Texas Fury,FERN MICHAELS,1989.0,32062
118696,037382503X,"Tyler #3 Wisconsin Wedding (Tyler, No 3)",Carla Neggers,1992.0,25058
118720,0451194691,Wild Highland Home,Alexandra Raife,1998.0,39613
118730,0553584367,Dream of Me/Believe in Me,Josie Litton,2001.0,30537
346149,074342347X,The Wildflowers (omnibus) : Misty--Star--Jade--Cat (Wildflowers (Paperback)),V.C. Andrews,2001.0,21091
118783,0156439611,If on a Winter's Night a Traveler,Italo Calvino,1982.0,49437
118802,067102082X,The Gun Seller,Hugh Laurie,1998.0,49438
118814,0425104346,Darkfall,Dean R. Koontz,1996.0,11025
118849,0671541854,No Bad Dogs : The Woodhouse Way,Barbara Woodhouse,1984.0,49460
172441,0060932171,About the Author : A Novel,John Colapinto,2002.0,49465
118919,0805051309,The Debt to Pleasure: A Novel,John Lanchester,1997.0,49479
119016,0553295276,Beauty,Sheri S. Tepper,1992.0,30164
119045,0140350047,The Secret Garden (Puffin Classics),Frances Hodgson Burnett,1982.0,49519
119061,0340335017,Schindlers Ark,Thomas Keneally,,49559
223952,3518367064,Demian. Die Geschichte von Emil Sinclairs Jugend.,Hermann Hesse,1974.0,1235
357472,0553577565,Men in Black: A Novel,Steve Perry,1997.0,18653
196707,0345313364,White Dragon #03,Anne McCaffrey,1983.0,49591
119395,0146000501,Penis Is as Penis Does,Anonymous,2000.0,24415
119396,0156005042,But I Love You Anyway (Harvest American Writing),Sara Lewis,1997.0,38698
119419,0380701340,Creed for the Third Millennium,Colleen McCullough,1986.0,4782
119428,039914112X,The Rapture of Canaan (Oprah's Book Club (Hardcover)),Sheri Reynolds,1996.0,49704
119429,042512519X,The Second Deadly Sin,Lawrence Sanders,1994.0,15386
119436,0425185176,Unidentified,Matthew J. Costello,2002.0,27391
119448,0440235464,Lost Girls,Andrew Pyper,2001.0,1928
119460,0446610127,Fearless Jones (Fearless Jones Novels (Paperback)),Walter Mosley,2002.0,41292
119469,0451184327,First Offense,Nancy Taylor Rosenberg,1995.0,49709
119501,0671741209,Stranger Is Watching,Mary Higgins Clark,1991.0,9292
119516,0689843372,Gingerbread,Rachel Cohn,2002.0,34275
119518,074340615X,"Two O'Clock, Eastern Wartime",John Dunning,2002.0,49706
119530,1573227374,Missing Women and Others,June Spence,1999.0,49711
119531,1880985055,Black Coffee Blues,Rollins,1992.0,49712
119594,0836223012,50 Simple Things Kids Can Do to Save the Earth,Michele Montez,1990.0,49740
119726,1853260088,Moby Dick (Wordsworth Classics),Herman Melville,1999.0,49818
119744,1853260134,Tales of Mystery and Imagination (Classics Library (NTC)),Edgar Allan Poe,1999.0,49835
119746,1853260533,Collected Ghost Stories (Classics Library (NTC)),Montague Rhodes James,1999.0,49836
119824,0345327306,How to Get People to Do Things,Robert Conklin,1996.0,49848
119826,0440229049,When Zachary Beaver Came to Town,KIMBERLY WILLIS HOLT,2001.0,49847
119829,0670030961,"Mary, Called Magdalene",Margaret George,2002.0,49850
120009,0451160525,"The Gunslinger (The Dark Tower, Book 1)",Stephen King,1994.0,11104
120025,0452279186,!Yo!,Julia Alvarez,1997.0,49983
120100,0684803763,MINDHUNTER : INSIDE THE FBI'S ELITE SERIAL CRIME UNIT,John E. Douglas,1995.0,50094
249666,0375700293,Bringing Out the Dead (Vintage Contemporaries),Joe Connelly,1999.0,49441
120340,006008166X,The Second Coming of Lucy Hatch,Marsha Moyer,2003.0,50135
120353,0064410382,Dogsbody,Diana Wynne Jones,2001.0,50113
120366,0140245480,The Red Queen: Sex and the Evolution of Human Nature,Matt Ridley,1995.0,5737
120383,0312972962,Roman Blood (St. Martin's Minotaur Mysteries),Steven Saylor,2000.0,50177
120384,0312986734,The Secret Ingredient,Jane Heller,2003.0,50153
120393,0345321383,Bridge of Birds,Barry Hughart,1990.0,34593
120413,0380731169,Die for Love,Elizabeth Peters,2002.0,34926
120417,0380978849,Lord of the Silent,Elizabeth Peters,2001.0,50166
120426,0425184234,A Small Death in Lisbon,Robert Wilson,2002.0,29132
120440,0441644511,The Outlaws of Sherwood,Robin McKinley,1989.0,50148
120443,0446360325,Naked Once More,Barbara Mertz,1990.0,41344
120451,0451454537,Grunts!: A Fantasy With Attitude,Mary Gentle,1997.0,6438
120456,0552143243,The Discworld Mapp,Terry Pratchett,1995.0,50175
120459,0553261908,Wild Cards (Volume 1),George R.R. Martin,1990.0,50188
120479,0671690566,DIE SOFTLY : DIE SOFTLY,Christopher Pike,1991.0,32054
120482,0679760229,Quicksand (Vintage International),JUNICHIRO TANIZAKI,1995.0,50194
120509,0786817879,"Artemis Fowl (Artemis Fowl, Book 1)",Eoin Colfer,2003.0,50150
120513,0812515285,A Fire Upon The Deep (Zones of Thought),Vernor Vinge,1993.0,50117
120519,0886777313,"The Mageborn Traitor (Exiles, Vol. 2)",Melanie Rawn,1998.0,50165
120529,1401201385,Elfquest: The Grand Quest Vol. 2,Wendy Pini,2004.0,50119
120533,1563893274,"Preacher: Proud Americans (Preacher Library , Vol 3)",Garth Ennis,1997.0,50132
120538,1563896176,"Preacher: All Hell's A-Coming (Dc Comics Vertigo, Book 8)",Garth Ennis,2000.0,50127
120647,039914210X,The Cat Who Tailed a Thief,Lilian Jackson Braun,1997.0,3255
120756,0375508562,The Demon in the Freezer : A True Story,RICHARD PRESTON,2002.0,50332
120759,0385337116,The Rule of Four,Ian Caldwell,2004.0,16646
120770,0399143769,Flight of Eagles,Jack Higgins,1998.0,50339
120772,0399146644,L.A. Dead,Stuart Woods,2000.0,50336
120775,0399147365,Cold Paradise,Stuart Woods,2001.0,50337
120777,0399148817,Sleep No More,Greg Iles,2002.0,50350
120797,0553801953,"Kill the Messenger (Hoag, Tami)",Tami Hoag,2004.0,125972
120814,0688156142,The Forgotten: A Peter Decker/Rina Lazarus Novel,Faye Kellerman,2001.0,6929
120823,0756401356,The War of the Flowers,Tad Williams,2003.0,7379
120826,0786867248,The Art of Deception,Ridley Pearson,2002.0,50360
312294,354860028X,Regenroman.,Karen Duve,2001.0,50376
397188,0679427422,A Tidewater Morning: Three Tales from Youth,William Styron,1993.0,50377
403735,0671016857,murder@maggody.com : An Arly Hanks Mystery (Arly Hanks Mysteries (Paperback)),Joan Hess,2001.0,50404
288733,0099201410,Breathing Lessons,Anne Tyler,,50421
120929,0340718153,My Legendary Girlfriend,Mike Gayle,2002.0,15533
121054,1551665093,Summer's Child,Diane Chamberlain,2000.0,50574
209806,0553582801,The Man Who Ate the 747,Ben Sherwood,2002.0,19782
121089,0060011912,Small Town,Lawrence Block,2003.0,3675
121113,0312272189,Fear and Trembling,Amelie Nothomb,2001.0,50642
121123,0345452569,A Cold Heart (Alex Delaware Novels (Paperback)),JONATHAN KELLERMAN,2003.0,9362
121147,0440240751,Dating Game,DANIELLE STEEL,2004.0,26018
121239,0373484836,Cordina'S Royal Family,Nora Roberts,2002.0,23059
121241,0380780747,Splendid,Julia Quinn,1995.0,50674
121250,0440235782,My Spy,CHRISTINA SKYE,2002.0,21294
121256,0451199685,False Pretenses,Catherine Coulter,2004.0,12978
121283,0743422732,High Country Bride (McKettrick Cowboys),Linda Lael Miller,2002.0,48293
121297,0446315176,An Unsuitable Job for a Woman,P. D. James,1992.0,39904
181413,042518272X,Truffled Feathers,Nancy Fairbanks,2001.0,20495
150132,0345321200,Diet for a Small Planet (20th Anniversary Edition),Frances Moore Lappe,1992.0,50736
121366,030711886X,Merry Christmas Mom and Dad (A Golden Look-Look Book),Mercer Mayer,1999.0,41484
121374,0316037451,The Cat and the Curmudgeon,Cleveland Amory,1991.0,27219
121375,0316199648,Jim the Boy : A Novel,Tony Earley,2000.0,19644
121380,0375500766,Care Packages : Letters to Christopher Reeve from Strangers and Other Friends,DANA REEVE,1999.0,130
121382,0380714752,The True Confessions of Charlotte Doyle (rack),Avi,1992.0,18617
121383,0385495315,"The Code Book : The Evolution Of Secrecy From Mary, To Queen Of Scots To Quantum Crytography",SIMON SINGH,1999.0,35030
121427,1558744592,A 4th Course of Chicken Soup for the Soul: 101 More Stories to Open the Heart and Rekindle the Spirit,Jack Canfield,1997.0,19449
551847,3257232861,Alta moda.,Magdalen Nabb,2001.0,50820
195253,0297843311,What Not to Wear,Susannah Constantine,,50828
121441,0064401707,Scary Stories to Tell in the Dark : Collected from American Folklore (Scary Stories),Alvin Schwartz,1986.0,45967
121444,0380698714,Sideways Stories from Wayside School (Wayside School),Louis Sachar,1985.0,11338
121447,0439164567,"Shipwreck (Island, Book 1)",Gordon Korman,2001.0,2685
121454,0590847678,"Diary of a Mad Mummy (Give Yourself Goosebumps, No 10)",R. L. Stine,1996.0,42172
121469,0671025589,"Weep No More, My Lady",Mary Higgins Clark,1998.0,25885
145051,0747525722,The Tortilla Curtain,Coraghessan T. Boyle,1996.0,50861
334170,0312152175,Surfing the Himalayas: A Spiritual Adventure,Frederick Lenz,1997.0,50876
176356,0679781277,Martin Dressler : The Tale of an American Dreamer (Vintage Contemporaries),STEVEN MILLHAUSER,1997.0,19048
121553,0440133688,House of God,Samuel Shem,1981.0,50961
121566,0451522737,Sister Carrie,Theodore Dreiser,1994.0,50932
446046,078580871X,The Essential Rumi (Essential (Booksales)),Jalal Al-Din Rumi,1997.0,50971
261608,0312969198,A Cold Day in Paradise (Alex McKnight Mysteries (Paperback)),Steve Hamilton,2000.0,38107
121631,0345418794,Dragonseye,Anne McCaffrey,1998.0,36275
121636,0786865482,"Life Strategies: Doing What Works, Doing What Matters",Phillip C. McGraw,1999.0,10726
121637,0812502973,The Coelura,Anne McCaffrey,1989.0,33006
121688,0375755195,Sailing Alone Around the Room: New and Selected Poems,Billy Collins,2002.0,51040
121699,0440241812,Shopaholic Takes Manhattan,SOPHIE KINSELLA,2004.0,5315
184024,0060083948,Tishomingo Blues,Elmore Leonard,2002.0,8188
121749,0671004395,MY STORY,Sarah Ferguson,1997.0,36964
121765,055357339X,"Assassin's Apprentice (The Farseer Trilogy, Book 1)",ROBIN HOBB,1996.0,10221
121790,0380807122,"Baby, Don't Go (Avon Light Contemporary Romances)",Susan Andersen,2000.0,21345
121809,0515127213,The Courtship,Catherine Coulter,2000.0,22592
121810,0515131334,Headhunters,Jules Bass,2001.0,51075
121826,0821771108,Making over Mike (Regency Contemporary Romance),Lisa Plumley,2001.0,51088
121871,0380807149,All Shook Up (Avon Romance),Susan Andersen,2001.0,21347
121922,0451210557,No Second Chance,Harlan Coben,2004.0,51180
121962,067946333X,Fury: A Novel,Salman Rushdie,2001.0,51207
121965,1573222518,"Grass for His Pillow: Tales of the Otori, Book 2",Lian Hearn,2003.0,50161
121989,0060956496,Layover,Lisa Zeidner,2000.0,51253
122026,0395645662,The Giver (Newbery Medal Book),Lois Lowry,1993.0,51229
122044,0670032549,"The Gunslinger (The Dark Tower, Book 1)",Stephen King,2003.0,51225
122062,0761107568,The Wish List,Barbara Ann Kipfer,1997.0,51234
217913,0452279070,Ragtime,E. L. Doctorow,1997.0,19781
122167,0151003130,The Doubtful Guest,Edward Gorey,1998.0,19290
122217,0330246631,Vet in harness,James Herriot,1976.0,51685
122535,0553095153,The Cereal Murders: A Culinary Mystery,Diane Mott Davidson,1993.0,51728
129296,0425135721,McNally's Secret (Archy McNally Novels (Paperback)),Lawrence Sanders,1994.0,7062
752576,0553270184,Destiny,Sally Beauman,1988.0,32895
122801,0875420281,Animal-Speak: The Spiritual &amp Magical Powers of Creatures Great &amp Small,Ted Andrews,1993.0,51768
122811,0375420924,Red Water : A novel,JUDITH FREEMAN,2002.0,51785
129017,0743457951,No Place Like Home (Holiday Classics),Fern Michaels,2002.0,25746
122854,0152017178,Mary Poppins (Odyssey Classics),P. L. Travers,1997.0,51827
122858,0385491034,The Robber Bride,MARGARET ATWOOD,1998.0,19555
122861,0448095076,The Clue in the Diary (Nancy Drew Mystery Stories Number 7),Carolyn Keene,1932.0,51863
122904,077109860X,The Tin Flute (New Canadian Library),Gabrielle Roy,1995.0,51870
122906,077109972X,Apprenticeship of Duddy Kravitz,Mordecai Richler,1989.0,10418
122923,0425190919,"Sea of Fire (Op-Center Series, Volume 10)",Jeff Rovin,2003.0,14625
122925,0440240859,Cloud of Sparrows,TAKASHI MATSUOKA,2003.0,51882
122927,0553265520,Brainchild,John Saul,1985.0,15878
788998,0062506838,The Enneagram: Understanding Yourself and the Others In Your Life,Helen Palmer,1991.0,51921
278693,3426612704,High Fidelity. (Dt. Ausgabe),Nick Hornby,1999.0,51926
243796,0786866039,The Grand Complication: A Novel,Allen Kurzweil,2001.0,51944
123022,0142300985,"Shattered (Sevens, Week 1)",Scott Wallens,2002.0,52077
123170,0590476769,The Stinky Cheese Man and Other Fairly Stupid Tales,Jon Schieszka,1992.0,51971
123188,0671319639,Change Of Command (The Top-Selling Heris Serrano and Esmay Suiza Series),Elizabeth Moon,2000.0,33011
123223,0743418387,The House Next Door,Richie Tankersley Cusick,2002.0,74114
123229,0786861592,Myst: The Book of Atrus,Robyn Miller,1995.0,52110
123277,0553446398,"Hidden Treasure (Loveswept, No 879)",Cheryln Biggs,1998.0,52159
